Series_reference,Group
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1002A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1003A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1011A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1012A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1013A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1015A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1016A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1017A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1018A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1019A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
BDCQ.SEE1020A,Territorial authority by employment variable
